(title "Cumulative Force")
(labels "Distance [m]" "Cumulative Force [N]")

((xy/key/label "Cumulative Force [N]")
0	0
0.0199513	1.09417
0.0399026	-1.10923
0.0598538	-3.00291
0.0798051	-4.3479
0.0997564	-5.21455
0.119708	-5.86151
0.139659	-6.25187
0.15961	-6.50385
0.179562	-6.62607
0.199513	-6.62563
0.219464	-6.51829
0.239415	-6.3226
0.259367	-6.06664
0.279318	-5.74986
0.299269	-5.37852
0.31922	-4.9717
0.339172	-4.52785
0.359123	-4.04292
0.379074	-3.53749
0.399026	-3.04999
0.418977	-2.53311
0.438928	-1.9867
0.458879	-1.48328
0.478831	-0.948293
0.498782	-0.429489
0.518733	0.109707
0.538685	0.604661
0.558636	1.09711
0.578587	1.57238
0.598538	2.0352
0.61849	2.49482
0.638441	2.93795
0.658392	3.3531
0.678344	3.74942
0.698295	4.10226
0.718246	4.44546
0.738197	4.75686
0.758149	5.03763
0.7781	5.29706
0.798051	5.51337
0.818003	5.69243
0.837954	5.83289
0.857905	5.93211
0.877856	5.9778
0.897808	5.96798
0.917759	5.89359
0.93771	5.73925
0.957662	5.52534
0.977613	5.17785
0.997564	4.72755
)
