(title "Cumulative Force")
(labels "Distance [m]" "Cumulative Force [N]")

((xy/key/label "Cumulative Force [N]")
0	0
0.0199927	66.53
0.0399854	57.1318
0.059978	44.7354
0.0799707	32.7848
0.0999634	22.0742
0.119956	13.0747
0.139949	5.40107
0.159941	-1.0676
0.179934	-6.05095
0.199927	-9.57543
0.21992	-12.0901
0.239912	-13.6325
0.259905	-14.3404
0.279898	-14.3814
0.29989	-13.8797
0.319883	-12.9237
0.339876	-11.5638
0.359868	-9.9277
0.379861	-7.97423
0.399854	-5.82504
0.419846	-3.67885
0.439839	-1.17721
0.459832	1.37034
0.479824	3.95427
0.499817	6.51664
0.51981	9.03888
0.539802	11.6382
0.559795	14.2148
0.579788	16.6898
0.59978	19.1021
0.619773	21.4083
0.639766	23.5436
0.659759	25.6252
0.679751	27.6268
0.699744	29.4043
0.719737	31.1158
0.739729	32.6403
0.759722	33.988
0.779715	35.1224
0.799707	36.0443
0.8197	36.7359
0.839693	37.1744
0.859685	37.3257
0.879678	37.1403
0.899671	36.608
0.919663	35.6806
0.939656	34.2236
0.959649	32.3826
0.979641	29.8594
0.999634	26.6745
)
